"","slope","aspect"
"1",15.6859406395807,22.9287910267552
"2",15.2688867679109,236.29860484263
"3",28.3445136302924,146.668851692255
"4",24.4048613896817,234.912678607535
"5",9.263773469333,88.1284493134244
"6",13.9595543035079,24.7041675401034
"7",24.4481302501104,51.2523384025989
"8",13.0571430585243,12.2604248795173
"9",11.7410163801986,249.619536052964
"10",25.1408151886615,353.22066094209
"11",29.5279556865471,274.626012442275
"12",3.55794823948501,338.801843088875
"13",20.8684042834438,40.6053357692039
"14",12.6163277080174,261.912454117509
"15",15.8648382319798,14.1347211836689
"16",29.7758698359853,209.331943376879
"17",21.5504240071187,270.716894745437
"18",16.6578164606038,225.651343724188
"19",10.1235079343084,33.1489384404979
"20",19.3989459215156,289.553837461329
"21",23.2479401739349,359.034777667858
"22",10.6480895438735,326.444072287456
"23",11.5817785888463,224.535367546531
"24",18.2419443950848,295.968386266229
"25",16.3465736222527,9.34670683668629
"26",21.5404245309198,17.6583065772375
"27",28.1724669181648,220.465658032752
"28",14.3539078179091,176.266420808636
"29",14.8879618738177,334.845641421713
"30",23.047769470136,344.358366750714
"31",27.6110244258064,268.217692950657
"32",8.39052037591764,24.3641498299847
"33",23.3749837059538,202.678657012317
"34",23.2528247071047,31.8729590788395
"35",18.6503605701429,5.45821234852057
"36",22.042490952895,239.10547422115
"37",17.2960391294358,95.8256777498455
"38",16.8086612226549,243.100574482928
"39",18.8774555244474,232.790794592691
"40",15.8316042171273,191.694175438535
"41",18.118810931549,235.983218476128
"42",16.3839464360075,57.1722294343318
"43",22.9996872681991,14.6021884883432
"44",26.9605348254328,225.053697639092
"45",20.8558345287425,58.3075016054164
"46",25.3998501214629,330.048546574459
"47",26.0746421171654,13.8464758733259
"48",19.7819351388772,319.393245005388
"49",5.56417677754866,27.3014620819432
"50",22.712796703432,307.019378654187
